0.0,-52.0,-52.0,-69.0,-69.0,-69.0,-13.0,-13.0,-16.0,-18.0,-18.0,-21.0,-21.0,-21.0,-21.0,-21.0,-17.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-18.0,-19.0,-25.0,-25.0,-25.0,-24.0,-25.0,-25.0,-25.0,-25.0,-25.0,-24.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-20.0,-20.0,-20.0,-24.0,-24.0,-24.0,-24.0,-24.0,-23.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,33.0,33.0,33.0,66.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-7.0,-15.0,-15.0,-15.0,-20.0,-20.0,-20.0,-24.0,-24.0,-24.0,-24.0,-24.0,-22.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0
-52.0,0.0,127.0,-65.0,-70.0,-70.0,-13.0,-13.0,-15.0,-18.0,-18.0,-20.0,-21.0,-21.0,-21.0,-21.0,-10.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-18.0,-19.0,-24.0,-25.0,-25.0,-24.0,-25.0,-25.0,-25.0,-25.0,-25.0,-23.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-20.0,-20.0,-20.0,-23.0,-24.0,-24.0,-24.0,-24.0,-19.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,33.0,31.0,34.0,64.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.0,-7.0,-15.0,-15.0,-15.0,-20.0,-20.0,-20.0,-23.0,-24.0,-24.0,-24.0,-24.0,-17.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0
-52.0,127.0,0.0,-70.0,-70.0,-70.0,-13.0,-13.0,-18.0,-18.0,-18.0,-21.0,-21.0,-21.0,-21.0,-21.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-19.0,-19.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-20.0,-20.0,-20.0,-24.0,-24.0,-24.0,-24.0,-24.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,33.0,34.0,34.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-8.0,-15.0,-15.0,-15.0,-20.0,-20.0,-20.0,-24.0,-24.0,-24.0,-24.0,-24.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0
-69.0,-65.0,-70.0,0.0,127.0,127.0,-15.0,-18.0,-17.0,-24.0,-24.0,-26.0,-28.0,-28.0,-28.0,-28.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-24.0,-25.0,-27.0,-34.0,-34.0,-20.0,-34.0,-34.0,-34.0,-34.0,-34.0,-5.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-23.0,-27.0,-27.0,-30.0,-32.0,-32.0,-32.0,-32.0,-20.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,43.0,40.0,45.0,86.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-5.0,-10.0,-20.0,-20.0,-20.0,-23.0,-27.0,-27.0,-30.0,-32.0,-32.0,-32.0,-32.0,-16.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.0,-117.0,-117.0,-117.0,-117.0,-117.0,-117.0,-117.0,-117.0,-117.0,-117.0,-117.0
-69.0,-70.0,-70.0,127.0,0.0,127.0,-18.0,-18.0,-24.0,-24.0,-24.0,-28.0,-28.0,-28.0,-28.0,-28.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-25.0,-25.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-27.0,-27.0,-27.0,-32.0,-32.0,-32.0,-32.0,-32.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,45.0,45.0,45.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-5.0,-10.0,-20.0,-20.0,-20.0,-27.0,-27.0,-27.0,-32.0,-32.0,-32.0,-32.0,-32.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.0,-117.0,-117.0,-117.0,-117.0,-117.0,-117.0,-117.0,-117.0,-117.0,-117.0,-117.0
-69.0,-70.0,-70.0,127.0,127.0,0.0,-18.0,-18.0,-24.0,-24.0,-24.0,-28.0,-28.0,-28.0,-28.0,-28.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-25.0,-25.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-34.0,-27.0,-27.0,-27.0,-32.0,-32.0,-32.0,-32.0,-32.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,45.0,45.0,45.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-5.0,-10.0,-20.0,-20.0,-20.0,-27.0,-27.0,-27.0,-32.0,-32.0,-32.0,-32.0,-32.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.0,-117.0,-117.0,-117.0,-117.0,-117.0,-117.0,-117.0,-117.0,-117.0,-117.0,-117.0
-13.0,-13.0,-13.0,-15.0,-18.0,-18.0,0.0,127.0,-31.0,-34.0,-34.0,-33.0,-41.0,-41.0,-41.0,-41.0,-40.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-13.0,-13.0,-15.0,-18.0,-18.0,-11.0,-18.0,-18.0,-18.0,-18.0,-18.0,-4.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-14.0,-14.0,-14.0,-14.0,-17.0,-17.0,-17.0,-17.0,-12.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,32.0,32.0,32.0,24.0,22.0,25.0,29.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-5.0,-10.0,-9.0,-11.0,-14.0,-14.0,-14.0,-14.0,-17.0,-17.0,-17.0,-17.0,-10.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,15.0,27.0,4.0,8.0,8.0,8.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0
-13.0,-13.0,-13.0,-18.0,-18.0,-18.0,127.0,0.0,-34.0,-34.0,-34.0,-41.0,-41.0,-41.0,-41.0,-41.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-13.0,-13.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-14.0,-14.0,-14.0,-17.0,-17.0,-17.0,-17.0,-17.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,32.0,32.0,32.0,24.0,25.0,25.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.0,-5.0,-11.0,-11.0,-11.0,-14.0,-14.0,-14.0,-17.0,-17.0,-17.0,-17.0,-17.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,16.0,28.0,4.0,8.0,8.0,8.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0,-65.0
-16.0,-15.0,-18.0,-17.0,-24.0,-24.0,-31.0,-34.0,0.0,127.0,127.0,-49.0,-54.0,-54.0,-54.0,-54.0,-49.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-15.0,-18.0,-17.0,-24.0,-24.0,-10.0,-24.0,-24.0,-24.0,-24.0,-24.0,-0.0,-21.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-15.0,-19.0,-19.0,-13.0,-23.0,-23.0,-23.0,-23.0,-19.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,41.0,43.0,43.0,31.0,29.0,33.0,43.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-7.0,-14.0,-14.0,-14.0,-15.0,-19.0,-19.0,-13.0,-23.0,-23.0,-23.0,-23.0,-16.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,20.0,35.0,4.0,10.0,10.0,11.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0
-18.0,-18.0,-18.0,-24.0,-24.0,-24.0,-34.0,-34.0,127.0,0.0,127.0,-54.0,-54.0,-54.0,-54.0,-54.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-18.0,-18.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-19.0,-19.0,-19.0,-23.0,-23.0,-23.0,-23.0,-23.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,43.0,43.0,43.0,33.0,33.0,33.0,43.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-7.0,-14.0,-14.0,-14.0,-19.0,-19.0,-19.0,-23.0,-23.0,-23.0,-23.0,-23.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,21.0,37.0,6.0,11.0,11.0,11.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0
